ID Siniestro,ID Póliza,ID Asegurado,Ramo,Placa Vehículo Asegurado,Cobertura,Fecha Ocurrencia,Fecha Reporte,Días Ocurr→Reporte,Monto Reclamado ($),Monto Estimado ($),Monto Pagado ($),Estado,Sucursal,ID Proveedor,Descripción del Evento,Docs Completos,Prov. Lista Restrictiva,Días desde Inicio Póliza,Días hasta Fin Póliza,N° Reclamos Previos Asegurado,Suma Asegurada ($),Similitud Narrativa Máx.,Número Parte Policial,Documentos Inconsistentes,Tercero Identificado,Dinamica Sospechosa,Etiqueta Fraude Simulada
SIN-D1-0011,POL-D1-0011,ASEG-D1-0032,Vehiculos,CUE-3426,Choque,2026-08-03,2026-08-03,0,16059,13976,10369,Liquidado,Manta,HOSP-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,258,107,0,60000,0.35,,No,Si,No,0
SIN-D1-0012,POL-D1-0012,ASEG-D1-0023,Vehiculos,AMB-1824,Choque,2026-03-16,2026-03-20,4,13870,10315,9343,Observado,Ambato,HOGAR-102,"Choque en lugar poco transitado sin tercero identificado; descripcion vaga y proveedor recurrente sugerido por el asegurado. Se observan inconsistencias entre factura, fecha y version declarada.",Si,No,223,142,1,15000,0.65,PP-D1-0012,Si,Si,Si,1
SIN-D1-0013,POL-D1-0013,ASEG-D1-0029,Vehiculos,UIO-3709,Robo,2025-11-06,2025-11-07,1,838,704,700,Liquidado,Manta,PER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,249,116,1,60000,0.24,,No,Si,No,0
SIN-D1-0014,POL-D1-0014,ASEG-D1-0034,Vehiculos,MNT-1335,Danos Parciales,2026-05-16,2026-05-18,2,7462,6172,5176,Cerrado,Manta,HOSP-101,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,193,172,2,40000,0.12,,No,Si,No,0
SIN-D1-0015,POL-D1-0015,ASEG-D1-0007,Vehiculos,PBA-7777,Danos Parciales,2026-03-08,2026-03-11,3,7678,6119,5843,Cerrado,Cuenca,TALLER-103,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,110,255,0,40000,0.18,,No,Si,No,0
SIN-D1-0016,POL-D1-0016,ASEG-D1-0041,Vehiculos,AMB-7322,Robo,2025-07-01,2025-07-02,1,580,537,480,Liquidado,Portoviejo,TALLER-104,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,84,281,0,15000,0.36,,No,Si,No,0
SIN-D1-0017,POL-D1-0017,ASEG-D1-0001,Salud,,Hospitalizacion,2026-01-14,2026-01-15,1,8162,7092,6218,Cerrado,Portoviejo,HOSP-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,158,207,0,40000,0.35,,No,Si,No,0
SIN-D1-0018,POL-D1-0018,ASEG-D1-0006,Vehiculos,AMB-7275,Responsabilidad Civil,2025-10-06,2025-10-07,1,5172,4603,4333,Cerrado,Cuenca,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,151,214,0,15000,0.31,PP-D1-0018,No,Si,No,0
SIN-D1-0019,POL-D1-0019,ASEG-D1-0044,Hogar,,Robo Domiciliario,2025-03-20,2025-04-01,12,74634,60792,47331,Pendiente Documentos,Manta,PER-101,"Robo sin testigos; el asegurado no recuerda hora exacta ni ruta, denuncia presentada varios dias despues. Se observan inconsistencias entre factura, fecha y version declarada.",Si,No,47,318,5,80000,0.69,,Si,Si,No,1
SIN-D1-0020,POL-D1-0020,ASEG-D1-0041,Hogar,,Rotura de Cristales,2025-03-29,2025-03-30,1,11055,8337,7495,Pago Parcial,Guayaquil,HOGAR-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,83,282,1,80000,0.27,,No,Si,No,0
SIN-D1-0021,POL-D1-0021,ASEG-D1-0024,Salud,,Cirugia Ambulatoria,2026-08-28,2026-08-29,1,18309,14419,12276,Cerrado,Guayaquil,HOSP-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,281,84,0,80000,0.29,,No,Si,No,0
SIN-D1-0022,POL-D1-0022,ASEG-D1-0045,Vehiculos,GYE-2621,Perdida Total por Robo,2026-03-08,2026-03-11,3,20979,16838,12854,Liquidado,Guayaquil,TALLER-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,320,45,1,60000,0.06,,No,Si,No,0
SIN-D1-0023,POL-D1-0023,ASEG-D1-0030,Vehiculos,AMB-8573,Responsabilidad Civil,2025-08-07,2025-08-07,0,4097,3029,2527,Pago Parcial,Guayaquil,TALLER-104,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,106,259,2,25000,0.06,,No,Si,No,0
SIN-D1-0024,POL-D1-0024,ASEG-D1-0038,Vehiculos,CUE-3376,Perdida Total por Robo,2026-02-27,2026-03-01,2,590,445,352,Pago Parcial,Riobamba,TALLER-102,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,293,72,1,20000,0.2,PP-D1-0024,No,Si,No,0
SIN-D1-0025,POL-D1-0025,ASEG-D1-0006,Vehiculos,GYE-1439,Perdida Total por Robo,2026-02-10,2026-02-11,1,6653,4822,3457,Liquidado,Portoviejo,HOGAR-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,274,91,2,20000,0.06,,No,Si,No,0
SIN-D1-0026,POL-D1-0026,ASEG-D1-0012,Vehiculos,PBA-6939,Responsabilidad Civil,2026-05-02,2026-05-04,2,7630,7304,4781,Pago Parcial,Riobamba,HOGAR-102,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,171,194,1,40000,0.19,,No,Si,No,0
SIN-D1-0027,POL-D1-0027,ASEG-D1-0036,Vehiculos,CUE-1702,Choque,2025-03-25,2025-03-26,1,5899,5255,5144,Cerrado,Manta,HOGAR-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,67,298,1,25000,0.23,,No,Si,No,0
SIN-D1-0028,POL-D1-0028,ASEG-D1-0018,Vehiculos,CUE-9444,Perdida Total por Robo,2025-08-23,2025-08-26,3,3200,3049,2050,Cerrado,Cuenca,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,183,182,2,60000,0.29,PP-D1-0028,No,Si,No,0
SIN-D1-0029,POL-D1-0029,ASEG-D1-0014,Vehiculos,UIO-4181,Choque,2025-08-25,2025-08-27,2,10866,8438,5854,Liquidado,Manta,TALLER-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,45,320,1,60000,0.19,PP-D1-0029,No,Si,No,0
SIN-D1-0030,POL-D1-0030,ASEG-D1-0022,Hogar,,Incendio,2025-04-20,2025-04-26,6,16299,13579,0,Pendiente Documentos,Quito,PER-101,Dano por agua reportado despues de reparacion completa; no hay evidencia previa y monto cercano a suma asegurada.,No,No,3,362,4,25000,0.79,,No,Si,No,1
SIN-D1-0031,POL-D1-0031,ASEG-D1-0014,Vehiculos,PBA-6374,Danos Parciales,2026-02-23,2026-02-26,3,4661,3951,2855,Liquidado,Loja,PER-101,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,172,193,0,25000,0.34,,No,Si,No,0
SIN-D1-0032,POL-D1-0032,ASEG-D1-0024,Vehiculos,UIO-9945,Perdida Total por Robo,2025-12-30,2026-01-01,2,16839,12141,11139,Pago Parcial,Cuenca,TALLER-104,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,290,75,0,60000,0.07,PP-D1-0032,No,Si,No,0
SIN-D1-0033,POL-D1-0033,ASEG-D1-0014,Hogar,,Rotura de Cristales,2025-07-28,2025-07-29,1,1288,1219,807,Liquidado,Ibarra,HOSP-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,191,174,1,25000,0.14,,No,Si,No,0
SIN-D1-0034,POL-D1-0034,ASEG-D1-0014,Hogar,,Dano por Agua,2026-02-24,2026-02-25,1,904,769,681,Liquidado,Quito,HOSP-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,189,176,2,25000,0.07,,No,Si,No,0
SIN-D1-0035,POL-D1-0035,ASEG-D1-0005,Hogar,,Dano por Agua,2026-03-19,2026-03-19,0,5231,3953,2616,Cerrado,Quito,TALLER-104,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,230,135,0,25000,0.3,,No,Si,No,0
SIN-D1-0036,POL-D1-0036,ASEG-D1-0045,Vehiculos,UIO-5146,Robo,2026-06-13,2026-06-15,2,6742,4863,3340,Pago Parcial,Quito,TALLER-105,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,269,96,2,40000,0.07,,No,Si,No,0
SIN-D1-0037,POL-D1-0037,ASEG-D1-0025,Hogar,,Rotura de Cristales,2026-06-20,2026-06-20,0,903,706,625,Liquidado,Manta,HOSP-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,214,151,1,40000,0.32,,No,Si,No,0
SIN-D1-0038,POL-D1-0038,ASEG-D1-0025,Vehiculos,MNT-1064,Choque,2026-01-31,2026-02-01,1,4060,2976,2742,Liquidado,Quito,PER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,129,236,1,20000,0.29,,No,Si,No,0
SIN-D1-0039,POL-D1-0039,ASEG-D1-0002,Vehiculos,UIO-4299,Choque,2025-05-21,2025-05-22,1,4485,3432,3237,Liquidado,Ambato,TALLER-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,74,291,1,40000,0.19,,No,Si,No,0
SIN-D1-0040,POL-D1-0040,ASEG-D1-0025,Vehiculos,CUE-7597,Choque,2025-09-02,2025-09-03,1,4198,3294,2931,Pago Parcial,Ibarra,TALLER-103,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,224,141,1,25000,0.14,PP-D1-0040,No,Si,No,0
SIN-D1-0041,POL-D1-0041,ASEG-D1-0019,Vehiculos,AMB-7236,Danos Parciales,2026-06-21,2026-06-24,3,8843,8315,7808,Pago Parcial,Portoviejo,HOSP-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,291,74,0,25000,0.13,PP-D1-0041,No,Si,No,0
SIN-D1-0042,POL-D1-0042,ASEG-D1-0032,Vehiculos,AMB-7462,Perdida Total por Robo,2025-09-29,2025-09-30,1,22454,17795,15883,Cerrado,Cuenca,TALLER-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,173,192,0,80000,0.1,,No,Si,No,0
SIN-D1-0043,POL-D1-0043,ASEG-D1-0039,Vehiculos,MNT-4065,Perdida Total por Robo,2026-07-11,2026-07-14,3,4429,3752,3088,Pago Parcial,Quito,TALLER-101,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,276,89,1,15000,0.06,PP-D1-0043,No,Si,No,0
SIN-D1-0044,POL-D1-0044,ASEG-D1-0012,Vehiculos,GYE-9432,Danos Parciales,2026-09-20,2026-09-20,0,5772,4434,2923,Cerrado,Ambato,TALLER-103,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,286,79,1,25000,0.17,PP-D1-0044,No,Si,No,0
SIN-D1-0045,POL-D1-0045,ASEG-D1-0034,Vehiculos,UIO-3542,Perdida Total por Robo,2025-08-04,2025-08-07,3,6827,5751,4506,Cerrado,Guayaquil,HOSP-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,123,242,0,25000,0.14,,No,Si,No,0
SIN-D1-0046,POL-D1-0046,ASEG-D1-0025,Hogar,,Rotura de Cristales,2025-06-14,2025-06-14,0,2148,1917,1339,Pago Parcial,Ibarra,HOGAR-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,65,300,1,20000,0.18,,No,Si,No,0
SIN-D1-0047,POL-D1-0047,ASEG-D1-0014,Vehiculos,AMB-8751,Responsabilidad Civil,2026-01-09,2026-01-11,2,7657,7121,6631,Pago Parcial,Ambato,HOSP-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,304,61,0,25000,0.12,,No,Si,No,0
SIN-D1-0048,POL-D1-0048,ASEG-D1-0041,Hogar,,Incendio,2025-11-07,2025-11-09,2,6527,5639,4100,Liquidado,Quito,TALLER-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,112,253,0,80000,0.27,,No,Si,No,0
SIN-D1-0049,POL-D1-0049,ASEG-D1-0003,Vehiculos,CUE-4428,Responsabilidad Civil,2025-08-30,2025-08-31,1,4390,4210,4050,Cerrado,Guayaquil,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,71,294,0,20000,0.17,,No,Si,No,0
SIN-D1-0050,POL-D1-0050,ASEG-D1-0006,Vehiculos,CUE-2748,Responsabilidad Civil,2025-11-25,2025-11-27,2,4065,3189,2643,Pago Parcial,Guayaquil,PER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,51,314,1,20000,0.27,,No,Si,No,0
SIN-D1-0051,POL-D1-0051,ASEG-D1-0024,Hogar,,Rotura de Cristales,2026-05-11,2026-05-12,1,4073,2952,2416,Pago Parcial,Quito,HOGAR-102,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,266,99,1,25000,0.28,,No,Si,No,0
SIN-D1-0052,POL-D1-0052,ASEG-D1-0007,Vehiculos,PBA-3704,Responsabilidad Civil,2026-01-26,2026-01-27,1,2158,1822,1467,Cerrado,Manta,TALLER-105,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,188,177,1,25000,0.32,,No,Si,No,0
SIN-D1-0053,POL-D1-0053,ASEG-D1-0023,Vehiculos,GYE-3413,Robo,2026-07-19,2026-07-20,1,4964,4252,3103,Cerrado,Riobamba,HOSP-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,239,126,0,20000,0.24,PP-D1-0053,No,Si,No,0
SIN-D1-0054,POL-D1-0054,ASEG-D1-0001,Vehiculos,GYE-3605,Robo,2025-04-09,2025-04-18,9,28781,22772,0,En Investigacion,Ambato,TALLER-103,"Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna. Se observan inconsistencias entre factura, fecha y version declarada.",No,No,3,362,5,40000,0.95,PP-D1-0054,Si,Si,No,1
SIN-D1-0055,POL-D1-0055,ASEG-D1-0015,Vehiculos,CUE-7039,Choque,2026-03-03,2026-03-06,3,1319,1194,947,Pago Parcial,Loja,HOSP-102,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,287,78,0,15000,0.12,,No,Si,No,0
SIN-D1-0056,POL-D1-0056,ASEG-D1-0023,Hogar,,Dano por Agua,2025-12-16,2025-12-19,3,2362,1947,1733,Pago Parcial,Cuenca,HOSP-102,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,88,277,2,15000,0.35,,No,Si,No,0
SIN-D1-0057,POL-D1-0057,ASEG-D1-0040,Salud,,Hospitalizacion,2026-04-12,2026-04-14,2,4300,3548,3270,Cerrado,Manta,HOSP-102,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,209,156,0,60000,0.15,,No,Si,No,0
SIN-D1-0058,POL-D1-0058,ASEG-D1-0021,Salud,,Hospitalizacion,2025-10-24,2025-10-24,0,9123,7580,5290,Cerrado,Quito,HOSP-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,75,290,0,60000,0.23,,No,Si,No,0
SIN-D1-0059,POL-D1-0059,ASEG-D1-0020,Vehiculos,GYE-7101,Choque,2025-08-05,2025-08-08,3,3068,2458,1890,Pago Parcial,Quito,HOGAR-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,156,209,0,25000,0.25,,No,Si,No,0
SIN-D1-0060,POL-D1-0060,ASEG-D1-0044,Vehiculos,MNT-8661,Danos Parciales,2025-11-30,2025-12-04,4,20060,16304,0,Pendiente Documentos,Quito,TALLER-101,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,Si,No,273,92,3,20000,0.92,PP-D1-0060,No,Si,No,1
SIN-D1-0061,POL-D1-0061,ASEG-D1-0039,Vehiculos,UIO-2205,Choque,2026-05-27,2026-05-28,1,1770,1452,1268,Cerrado,Cuenca,TALLER-103,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,198,167,2,20000,0.3,,No,Si,No,0
SIN-D1-0062,POL-D1-0062,ASEG-D1-0037,Vehiculos,UIO-5253,Perdida Total por Robo,2026-05-06,2026-05-06,0,12505,9682,7263,Cerrado,Manta,TALLER-105,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,166,199,1,40000,0.31,PP-D1-0062,No,Si,No,0
SIN-D1-0063,POL-D1-0063,ASEG-D1-0004,Hogar,,Rotura de Cristales,2025-03-09,2025-03-12,3,1150,867,700,Liquidado,Manta,PER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,44,321,0,15000,0.14,,No,Si,No,0
SIN-D1-0064,POL-D1-0064,ASEG-D1-0031,Vehiculos,CUE-4410,Perdida Total por Robo,2025-08-06,2025-08-12,6,38417,33274,0,Pendiente Documentos,Quito,HOGAR-101,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,Si,No,2,363,4,60000,0.74,PP-D1-0064,No,Si,No,1
SIN-D1-0065,POL-D1-0065,ASEG-D1-0036,Hogar,,Incendio,2026-03-27,2026-03-29,2,1000,752,648,Liquidado,Guayaquil,HOGAR-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,280,85,1,25000,0.32,,No,Si,No,0
SIN-D1-0066,POL-D1-0066,ASEG-D1-0040,Vehiculos,UIO-8300,Choque,2026-09-08,2026-09-09,1,10034,9282,7488,Liquidado,Riobamba,TALLER-105,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,298,67,0,40000,0.08,,No,Si,No,0
SIN-D1-0067,POL-D1-0067,ASEG-D1-0027,Vehiculos,GYE-9670,Danos Parciales,2026-04-02,2026-04-14,12,20841,17208,0,Observado,Cuenca,HOGAR-102,Choque en lugar poco transitado sin tercero identificado; descripcion vaga y proveedor recurrente sugerido por el asegurado.,No,No,360,5,4,25000,0.63,PP-D1-0067,No,Si,Si,1
SIN-D1-0068,POL-D1-0068,ASEG-D1-0005,Vehiculos,MNT-8308,Robo,2026-01-24,2026-01-25,1,29450,25687,20036,Cerrado,Cuenca,HOGAR-101,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,142,223,1,80000,0.13,,No,Si,No,0
SIN-D1-0069,POL-D1-0069,ASEG-D1-0044,Vehiculos,GYE-5896,Responsabilidad Civil,2025-11-15,2025-11-17,2,25814,22853,22281,Cerrado,Quito,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,116,249,2,80000,0.14,,No,Si,No,0
SIN-D1-0070,POL-D1-0070,ASEG-D1-0009,Hogar,,Rotura de Cristales,2025-07-17,2025-07-18,1,6239,4510,2966,Liquidado,Riobamba,TALLER-105,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,123,242,1,25000,0.13,,No,Si,No,0
SIN-D1-0071,POL-D1-0071,ASEG-D1-0019,Vehiculos,GYE-8663,Perdida Total por Robo,2025-10-30,2025-11-02,3,2261,1708,1115,Cerrado,Manta,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,197,168,0,25000,0.17,PP-D1-0071,No,Si,No,0
SIN-D1-0072,POL-D1-0072,ASEG-D1-0005,Salud,,Medicamentos,2025-06-17,2025-06-18,1,2697,1947,1788,Liquidado,Cuenca,HOSP-101,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,108,257,0,20000,0.22,,No,Si,No,0
SIN-D1-0073,POL-D1-0073,ASEG-D1-0004,Hogar,,Robo Domiciliario,2025-06-11,2025-06-12,1,4802,4042,2648,Liquidado,Quito,PER-101,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,144,221,1,15000,0.26,,No,Si,No,0
SIN-D1-0074,POL-D1-0074,ASEG-D1-0025,Vehiculos,CUE-5325,Perdida Total por Robo,2025-08-03,2025-08-03,0,3083,2905,2097,Liquidado,Riobamba,TALLER-104,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,74,291,1,25000,0.32,PP-D1-0074,No,Si,No,0
SIN-D1-0075,POL-D1-0075,ASEG-D1-0019,Vehiculos,CUE-5275,Robo,2026-01-22,2026-01-22,0,11828,11135,10797,Liquidado,Loja,HOGAR-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,172,193,1,80000,0.07,PP-D1-0075,No,Si,No,0
SIN-D1-0076,POL-D1-0076,ASEG-D1-0007,Hogar,,Dano por Agua,2025-06-16,2025-06-18,2,7706,5937,5554,Liquidado,Cuenca,TALLER-104,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,135,230,0,40000,0.14,,No,Si,No,0
SIN-D1-0077,POL-D1-0077,ASEG-D1-0042,Vehiculos,GYE-1698,Responsabilidad Civil,2025-10-12,2025-10-13,1,10524,9493,9181,Cerrado,Quito,HOSP-102,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,251,114,0,40000,0.33,,No,Si,No,0
SIN-D1-0078,POL-D1-0078,ASEG-D1-0019,Vehiculos,CUE-8252,Danos Parciales,2025-04-10,2025-04-11,1,20047,16387,10791,Liquidado,Guayaquil,HOSP-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,57,308,1,60000,0.35,,No,Si,No,0
SIN-D1-0079,POL-D1-0079,ASEG-D1-0027,Vehiculos,AMB-9698,Responsabilidad Civil,2025-04-25,2025-05-01,6,38458,31847,22613,En Investigacion,Quito,HOGAR-102,Perdida total reportada cerca del inicio de vigencia; documentos incompletos y relato cambia entre declaraciones.,No,No,1,364,4,40000,0.71,PP-D1-0079,No,Si,Si,1
SIN-D1-0080,POL-D1-0080,ASEG-D1-0011,Vehiculos,MNT-5111,Responsabilidad Civil,2025-11-08,2025-11-08,0,7286,6888,6463,Liquidado,Quito,HOGAR-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,213,152,1,40000,0.13,PP-D1-0080,No,Si,No,0
SIN-D1-0081,POL-D1-0081,ASEG-D1-0033,Vehiculos,GYE-2838,Perdida Total por Robo,2026-02-11,2026-02-12,1,4751,4438,4384,Cerrado,Quito,HOSP-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,266,99,0,20000,0.3,,No,Si,No,0
SIN-D1-0082,POL-D1-0082,ASEG-D1-0011,Vehiculos,UIO-9627,Choque,2026-05-03,2026-05-05,2,8601,7475,6485,Liquidado,Ambato,PER-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,193,172,0,80000,0.22,PP-D1-0082,No,Si,No,0
SIN-D1-0083,POL-D1-0083,ASEG-D1-0006,Hogar,,Dano por Agua,2025-08-20,2025-08-22,2,1976,1780,1360,Pago Parcial,Quito,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,163,202,0,25000,0.32,,No,Si,No,0
SIN-D1-0084,POL-D1-0084,ASEG-D1-0002,Vehiculos,MNT-8638,Responsabilidad Civil,2026-10-21,2026-10-24,3,16810,15248,14951,Cerrado,Quito,TALLER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,324,41,2,80000,0.31,,No,Si,No,0
