ID Siniestro,ID Póliza,ID Asegurado,Ramo,Placa Vehículo Asegurado,Cobertura,Fecha Ocurrencia,Fecha Reporte,Días Ocurr→Reporte,Monto Reclamado ($),Monto Estimado ($),Monto Pagado ($),Estado,Sucursal,ID Proveedor,Descripción del Evento,Docs Completos,Prov. Lista Restrictiva,Días desde Inicio Póliza,Días hasta Fin Póliza,N° Reclamos Previos Asegurado,Suma Asegurada ($),Similitud Narrativa Máx.,Número Parte Policial,Documentos Inconsistentes,Tercero Identificado,Dinamica Sospechosa,Etiqueta Fraude Simulada
SIN-D3-0011,POL-D3-0011,ASEG-D3-0025,Vehiculos,PBA-7367,Robo,2026-05-26,2026-05-28,2,4903,4134,3029,Liquidado,Quito,HOGAR-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,247,118,2,25000,0.2,,No,Si,No,0
SIN-D3-0012,POL-D3-0012,ASEG-D3-0001,Hogar,,Rotura de Cristales,2026-03-12,2026-03-18,6,9421,7435,6530,Pendiente Documentos,Manta,HOSP-102,"Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte. Se observan inconsistencias entre factura, fecha y version declarada.",No,No,280,85,1,15000,0.98,,Si,Si,No,1
SIN-D3-0013,POL-D3-0013,ASEG-D3-0009,Vehiculos,CUE-4764,Perdida Total por Robo,2025-04-26,2025-05-11,15,24082,21539,15885,Pendiente Documentos,Ambato,HOSP-101,Perdida total reportada cerca del inicio de vigencia; documentos incompletos y relato cambia entre declaraciones.,No,No,3,362,1,25000,0.97,PP-D3-0013,No,Si,No,1
SIN-D3-0014,POL-D3-0014,ASEG-D3-0045,Vehiculos,AMB-6858,Perdida Total por Robo,2026-05-15,2026-05-19,4,57785,55454,45758,Observado,Ambato,TALLER-102,Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte.,No,No,271,94,2,60000,0.83,PP-D3-0014,No,Si,Si,1
SIN-D3-0015,POL-D3-0015,ASEG-D3-0026,Vehiculos,GYE-5049,Responsabilidad Civil,2026-07-24,2026-07-25,1,5166,4368,3660,Liquidado,Manta,HOSP-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,277,88,0,25000,0.36,,No,Si,No,0
SIN-D3-0016,POL-D3-0016,ASEG-D3-0031,Hogar,,Rotura de Cristales,2025-06-08,2025-06-10,2,2166,2053,1689,Cerrado,Santo Domingo,HOSP-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,92,273,2,40000,0.23,,No,Si,No,0
SIN-D3-0017,POL-D3-0017,ASEG-D3-0010,Vehiculos,GYE-1363,Choque,2025-06-09,2025-06-11,2,11703,11063,10968,Pendiente Documentos,Guayaquil,TALLER-102,Dano por agua reportado despues de reparacion completa; no hay evidencia previa y monto cercano a suma asegurada.,Si,No,146,219,5,15000,0.78,PP-D3-0017,No,Si,No,1
SIN-D3-0018,POL-D3-0018,ASEG-D3-0017,Salud,,Cirugia Ambulatoria,2025-09-19,2025-09-23,4,13145,10489,7052,Pendiente Documentos,Quito,HOSP-102,"Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna. Se observan inconsistencias entre factura, fecha y version declarada.",Si,No,217,148,1,20000,0.76,,Si,Si,No,1
SIN-D3-0019,POL-D3-0019,ASEG-D3-0050,Hogar,,Robo Domiciliario,2025-10-26,2025-11-04,9,50901,43886,0,En Investigacion,Portoviejo,HOSP-102,"Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte. Se observan inconsistencias entre factura, fecha y version declarada.",Si,No,225,140,2,60000,0.84,,Si,Si,No,1
SIN-D3-0020,POL-D3-0020,ASEG-D3-0011,Hogar,,Incendio,2026-02-18,2026-02-19,1,4036,3729,2808,Cerrado,Loja,HOGAR-102,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,136,229,1,80000,0.07,,No,Si,No,0
SIN-D3-0021,POL-D3-0021,ASEG-D3-0010,Hogar,,Incendio,2026-06-26,2026-06-27,1,12245,8885,8162,Cerrado,Guayaquil,HOSP-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,291,74,0,40000,0.31,,No,Si,No,0
SIN-D3-0022,POL-D3-0022,ASEG-D3-0054,Vehiculos,MNT-6106,Robo,2025-10-14,2025-10-15,1,4453,3427,2770,Liquidado,Manta,PER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,Si,116,249,0,20000,0.08,PP-D3-0022,No,Si,No,0
SIN-D3-0023,POL-D3-0023,ASEG-D3-0037,Vehiculos,UIO-5348,Choque,2025-08-11,2025-08-12,1,3259,2452,2191,Pago Parcial,Manta,TALLER-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,57,308,1,20000,0.29,PP-D3-0023,No,Si,No,0
SIN-D3-0024,POL-D3-0024,ASEG-D3-0008,Hogar,,Incendio,2026-07-09,2026-07-10,1,3924,3452,2997,Cerrado,Guayaquil,HOSP-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,305,60,0,80000,0.05,,No,Si,No,0
SIN-D3-0025,POL-D3-0025,ASEG-D3-0023,Vehiculos,GYE-1320,Perdida Total por Robo,2026-05-19,2026-06-03,15,58995,43116,0,En Investigacion,Quito,TALLER-102,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,Si,No,276,89,5,60000,0.78,PP-D3-0025,No,Si,Si,1
SIN-D3-0026,POL-D3-0026,ASEG-D3-0044,Salud,,Cirugia Ambulatoria,2026-05-29,2026-05-31,2,19545,14862,14010,Pago Parcial,Portoviejo,HOSP-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,206,159,0,80000,0.24,,No,Si,No,0
SIN-D3-0027,POL-D3-0027,ASEG-D3-0019,Hogar,,Robo Domiciliario,2026-09-11,2026-09-20,9,16244,13565,0,En Investigacion,Manta,TALLER-102,Choque en lugar poco transitado sin tercero identificado; descripcion vaga y proveedor recurrente sugerido por el asegurado.,No,No,364,1,2,25000,0.72,,No,Si,No,1
SIN-D3-0028,POL-D3-0028,ASEG-D3-0052,Salud,,Cirugia Ambulatoria,2025-08-10,2025-08-12,2,29312,27410,24751,Pago Parcial,Guayaquil,HOSP-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,122,243,0,80000,0.33,,No,Si,No,0
SIN-D3-0029,POL-D3-0029,ASEG-D3-0034,Hogar,,Dano por Agua,2025-05-06,2025-05-08,2,3721,3151,3039,Cerrado,Portoviejo,TALLER-103,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,115,250,0,40000,0.15,,No,Si,No,0
SIN-D3-0030,POL-D3-0030,ASEG-D3-0050,Vehiculos,CUE-1815,Choque,2025-04-16,2025-04-28,12,53498,47923,42371,Observado,Ambato,TALLER-104,"Robo sin testigos; el asegurado no recuerda hora exacta ni ruta, denuncia presentada varios dias despues.",Si,No,67,298,2,60000,0.65,PP-D3-0030,No,Si,Si,1
SIN-D3-0031,POL-D3-0031,ASEG-D3-0044,Vehiculos,UIO-7112,Perdida Total por Robo,2026-11-26,2026-12-11,15,40823,38028,26010,Pendiente Documentos,Quito,HOGAR-101,"Robo sin testigos; el asegurado no recuerda hora exacta ni ruta, denuncia presentada varios dias despues.",Si,No,360,5,1,40000,0.91,PP-D3-0031,No,Si,No,1
SIN-D3-0032,POL-D3-0032,ASEG-D3-0017,Salud,,Emergencia,2025-10-12,2025-10-14,2,1670,1562,1330,Cerrado,Quito,HOSP-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,55,310,0,20000,0.08,,No,Si,No,0
SIN-D3-0033,POL-D3-0033,ASEG-D3-0060,Vehiculos,CUE-2641,Choque,2026-04-06,2026-04-09,3,4813,4221,3469,Liquidado,Ambato,HOSP-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,148,217,1,20000,0.13,PP-D3-0033,No,Si,No,0
SIN-D3-0034,POL-D3-0034,ASEG-D3-0024,Vehiculos,AMB-8412,Responsabilidad Civil,2025-12-15,2025-12-18,3,1502,1268,906,Liquidado,Manta,TALLER-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,256,109,0,15000,0.31,,No,Si,No,0
SIN-D3-0035,POL-D3-0035,ASEG-D3-0007,Hogar,,Incendio,2025-10-29,2025-10-30,1,1476,1402,1093,Cerrado,Guayaquil,HOGAR-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,174,191,2,60000,0.12,,No,Si,No,0
SIN-D3-0036,POL-D3-0036,ASEG-D3-0023,Vehiculos,PBA-5976,Robo,2026-01-21,2026-01-21,0,29586,24556,24333,Liquidado,Quito,PER-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,Si,70,295,0,80000,0.17,PP-D3-0036,No,Si,No,0
SIN-D3-0037,POL-D3-0037,ASEG-D3-0012,Vehiculos,MNT-9483,Robo,2025-10-06,2025-10-07,1,4637,4287,2896,Cerrado,Guayaquil,PER-101,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,Si,246,119,1,15000,0.1,,No,Si,No,0
SIN-D3-0038,POL-D3-0038,ASEG-D3-0055,Vehiculos,PBA-9266,Choque,2026-05-09,2026-05-15,6,12553,10801,7179,Pendiente Documentos,Santo Domingo,TALLER-103,Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte.,No,No,364,1,2,15000,0.65,PP-D3-0038,No,Si,No,1
SIN-D3-0039,POL-D3-0039,ASEG-D3-0051,Vehiculos,UIO-3247,Choque,2026-05-06,2026-05-09,3,9432,7796,5789,Liquidado,Guayaquil,TALLER-104,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,137,228,1,40000,0.21,PP-D3-0039,No,Si,No,0
SIN-D3-0040,POL-D3-0040,ASEG-D3-0044,Vehiculos,CUE-8362,Responsabilidad Civil,2026-01-21,2026-01-23,2,1206,1157,1033,Liquidado,Portoviejo,TALLER-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,192,173,1,25000,0.21,PP-D3-0040,No,Si,No,0
SIN-D3-0041,POL-D3-0041,ASEG-D3-0028,Hogar,,Rotura de Cristales,2025-11-06,2025-11-06,0,7348,6356,4590,Pago Parcial,Guayaquil,HOGAR-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,239,126,2,25000,0.1,,No,Si,No,0
SIN-D3-0042,POL-D3-0042,ASEG-D3-0054,Vehiculos,PBA-2676,Perdida Total por Robo,2025-10-31,2025-11-01,1,18207,16649,11446,Cerrado,Portoviejo,TALLER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,182,183,0,80000,0.29,,No,Si,No,0
SIN-D3-0043,POL-D3-0043,ASEG-D3-0033,Vehiculos,PBA-2145,Robo,2026-08-16,2026-08-17,1,1006,724,648,Cerrado,Guayaquil,HOSP-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,285,80,1,40000,0.22,,No,Si,No,0
SIN-D3-0044,POL-D3-0044,ASEG-D3-0012,Vehiculos,CUE-1089,Choque,2026-05-28,2026-05-29,1,6148,4617,3855,Liquidado,Guayaquil,TALLER-105,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,292,73,0,25000,0.35,PP-D3-0044,No,Si,No,0
SIN-D3-0045,POL-D3-0045,ASEG-D3-0025,Hogar,,Dano por Agua,2025-07-21,2025-07-22,1,17064,14344,12757,Cerrado,Manta,TALLER-104,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,78,287,1,80000,0.09,,No,Si,No,0
SIN-D3-0046,POL-D3-0046,ASEG-D3-0036,Vehiculos,MNT-9010,Robo,2026-01-19,2026-01-25,6,12762,10730,8516,Observado,Ambato,TALLER-104,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,No,No,274,91,4,15000,0.77,PP-D3-0046,No,Si,No,1
SIN-D3-0047,POL-D3-0047,ASEG-D3-0014,Vehiculos,UIO-7240,Robo,2026-05-11,2026-05-13,2,13470,12499,12285,Pago Parcial,Guayaquil,TALLER-103,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,218,147,0,60000,0.36,,No,Si,No,0
SIN-D3-0048,POL-D3-0048,ASEG-D3-0012,Vehiculos,CUE-6505,Responsabilidad Civil,2026-01-12,2026-01-15,3,13425,10432,9578,Liquidado,Guayaquil,TALLER-104,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,111,254,0,40000,0.23,,No,Si,No,0
SIN-D3-0049,POL-D3-0049,ASEG-D3-0051,Vehiculos,UIO-8760,Robo,2025-08-26,2025-08-26,0,11592,10684,8729,Liquidado,Manta,TALLER-104,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,176,189,1,80000,0.13,PP-D3-0049,No,Si,No,0
SIN-D3-0050,POL-D3-0050,ASEG-D3-0038,Vehiculos,UIO-3717,Danos Parciales,2026-03-12,2026-03-12,0,2576,2079,1616,Liquidado,Guayaquil,TALLER-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,97,268,2,80000,0.21,,No,Si,No,0
SIN-D3-0051,POL-D3-0051,ASEG-D3-0033,Hogar,,Robo Domiciliario,2025-04-19,2025-05-04,15,81318,77404,0,Pendiente Documentos,Guayaquil,TALLER-104,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,No,No,90,275,4,80000,0.9,,No,Si,No,1
SIN-D3-0052,POL-D3-0052,ASEG-D3-0024,Vehiculos,UIO-6095,Robo,2026-01-04,2026-01-05,1,2035,1744,1569,Liquidado,Guayaquil,TALLER-104,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,266,99,1,20000,0.35,,No,Si,No,0
SIN-D3-0053,POL-D3-0053,ASEG-D3-0002,Vehiculos,CUE-4396,Danos Parciales,2026-04-03,2026-04-06,3,6525,5786,4007,Pago Parcial,Guayaquil,HOSP-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,290,75,1,25000,0.26,PP-D3-0053,No,Si,No,0
SIN-D3-0054,POL-D3-0054,ASEG-D3-0027,Vehiculos,MNT-8511,Choque,2025-09-26,2025-09-27,1,8115,7182,6237,Liquidado,Quito,TALLER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,145,220,1,80000,0.22,PP-D3-0054,No,Si,No,0
SIN-D3-0055,POL-D3-0055,ASEG-D3-0027,Vehiculos,UIO-7666,Choque,2025-12-06,2025-12-07,1,565,478,364,Pago Parcial,Manta,HOGAR-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,157,208,1,20000,0.22,,No,Si,No,0
SIN-D3-0056,POL-D3-0056,ASEG-D3-0039,Vehiculos,PBA-4184,Robo,2026-08-20,2026-09-01,12,52970,46255,41047,Pendiente Documentos,Cuenca,TALLER-104,"Dano por agua reportado despues de reparacion completa; no hay evidencia previa y monto cercano a suma asegurada. Se observan inconsistencias entre factura, fecha y version declarada.",Si,No,364,1,5,60000,0.83,PP-D3-0056,Si,Si,No,1
SIN-D3-0057,POL-D3-0057,ASEG-D3-0025,Vehiculos,PBA-3484,Perdida Total por Robo,2025-06-26,2025-06-30,4,54470,46031,0,En Investigacion,Ambato,TALLER-104,Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte.,Si,No,3,362,5,80000,0.85,PP-D3-0057,No,Si,Si,1
SIN-D3-0058,POL-D3-0058,ASEG-D3-0053,Vehiculos,GYE-2897,Perdida Total por Robo,2025-04-11,2025-04-11,0,694,612,590,Pago Parcial,Guayaquil,HOGAR-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,88,277,2,15000,0.23,PP-D3-0058,No,Si,No,0
SIN-D3-0059,POL-D3-0059,ASEG-D3-0025,Salud,,Medicamentos,2026-04-06,2026-04-06,0,616,534,439,Pago Parcial,Guayaquil,HOSP-101,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,195,170,1,40000,0.19,,No,Si,No,0
SIN-D3-0060,POL-D3-0060,ASEG-D3-0058,Hogar,,Robo Domiciliario,2026-06-12,2026-06-13,1,975,768,756,Cerrado,Guayaquil,PER-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,Si,177,188,1,15000,0.18,,No,Si,No,0
SIN-D3-0061,POL-D3-0061,ASEG-D3-0001,Hogar,,Dano por Agua,2026-02-15,2026-02-17,2,5929,5317,5201,Liquidado,Guayaquil,HOGAR-102,"Dano parcial reportado el mismo dia con croquis, fotos y version coherente del asegurado.",Si,No,124,241,2,25000,0.28,,No,Si,No,0
SIN-D3-0062,POL-D3-0062,ASEG-D3-0032,Hogar,,Incendio,2026-02-01,2026-02-03,2,13305,12686,0,Observado,Quito,HOGAR-101,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,No,No,362,3,4,15000,0.67,,No,Si,Si,1
SIN-D3-0063,POL-D3-0063,ASEG-D3-0037,Vehiculos,UIO-1561,Robo,2026-07-21,2026-07-23,2,16060,15086,12226,Observado,Portoviejo,TALLER-104,Choque en lugar poco transitado sin tercero identificado; descripcion vaga y proveedor recurrente sugerido por el asegurado.,No,No,362,3,5,20000,0.67,PP-D3-0063,No,Si,Si,1
SIN-D3-0064,POL-D3-0064,ASEG-D3-0014,Hogar,,Rotura de Cristales,2026-04-18,2026-04-27,9,49290,45594,0,Pendiente Documentos,Portoviejo,TALLER-102,Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte.,No,No,212,153,1,60000,0.8,,No,Si,Si,1
SIN-D3-0065,POL-D3-0065,ASEG-D3-0044,Vehiculos,GYE-6826,Robo,2025-02-17,2025-03-01,12,13480,10466,0,Observado,Portoviejo,PER-101,Evento descrito con la misma narrativa usada en otro reclamo; fotos borrosas y factura emitida antes del reporte.,Si,Si,2,363,2,20000,0.88,PP-D3-0065,No,Si,Si,1
SIN-D3-0066,POL-D3-0066,ASEG-D3-0032,Vehiculos,UIO-9829,Responsabilidad Civil,2025-10-21,2025-10-23,2,12877,12350,10631,Cerrado,Manta,PER-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,Si,258,107,2,80000,0.32,,No,Si,No,0
SIN-D3-0067,POL-D3-0067,ASEG-D3-0059,Salud,,Hospitalizacion,2026-03-03,2026-03-05,2,4844,4304,2813,Cerrado,Manta,HOSP-101,Filtracion por lluvia intensa documentada con factura de reparacion y evidencia fotografica.,Si,No,169,196,1,20000,0.25,,No,Si,No,0
SIN-D3-0068,POL-D3-0068,ASEG-D3-0056,Vehiculos,AMB-5490,Danos Parciales,2026-08-14,2026-08-15,1,2432,2127,1532,Cerrado,Cuenca,TALLER-102,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,286,79,0,25000,0.18,PP-D3-0068,No,Si,No,0
SIN-D3-0069,POL-D3-0069,ASEG-D3-0005,Vehiculos,AMB-6108,Perdida Total por Robo,2025-05-02,2025-05-11,9,72444,66568,0,Observado,Portoviejo,TALLER-103,Perdida total reportada cerca del inicio de vigencia; documentos incompletos y relato cambia entre declaraciones.,Si,No,114,251,2,80000,0.71,PP-D3-0069,No,Si,Si,1
SIN-D3-0070,POL-D3-0070,ASEG-D3-0034,Hogar,,Robo Domiciliario,2025-09-14,2025-09-23,9,19195,17180,11213,En Investigacion,Ambato,TALLER-104,Choque en lugar poco transitado sin tercero identificado; descripcion vaga y proveedor recurrente sugerido por el asegurado.,No,No,42,323,3,20000,0.81,,No,Si,No,1
SIN-D3-0071,POL-D3-0071,ASEG-D3-0057,Vehiculos,MNT-5034,Perdida Total por Robo,2026-03-21,2026-03-22,1,1238,1002,857,Cerrado,Guayaquil,TALLER-102,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,200,165,0,15000,0.35,,No,Si,No,0
SIN-D3-0072,POL-D3-0072,ASEG-D3-0028,Salud,,Medicamentos,2025-11-22,2025-11-23,1,2116,1901,1660,Cerrado,Guayaquil,HOSP-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,324,41,2,80000,0.14,,No,Si,No,0
SIN-D3-0073,POL-D3-0073,ASEG-D3-0018,Vehiculos,MNT-7597,Robo,2025-08-25,2025-08-29,4,60419,57886,0,Observado,Guayaquil,HOGAR-101,"Robo sin testigos; el asegurado no recuerda hora exacta ni ruta, denuncia presentada varios dias despues.",No,No,185,180,1,60000,0.92,PP-D3-0073,No,Si,No,1
SIN-D3-0074,POL-D3-0074,ASEG-D3-0001,Hogar,,Rotura de Cristales,2025-10-24,2025-10-24,0,5132,3878,2633,Pago Parcial,Ambato,HOSP-101,"Atencion medica por emergencia menor con historia clinica, factura y receta entregadas.",Si,No,40,325,1,25000,0.09,,No,Si,No,0
SIN-D3-0075,POL-D3-0075,ASEG-D3-0051,Hogar,,Robo Domiciliario,2025-03-11,2025-03-13,2,3845,3044,2348,Liquidado,Santo Domingo,HOSP-101,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,47,318,1,15000,0.31,,No,Si,No,0
SIN-D3-0076,POL-D3-0076,ASEG-D3-0014,Vehiculos,AMB-3421,Robo,2025-05-31,2025-06-12,12,10256,8372,0,Pendiente Documentos,Ambato,PER-101,"Dano por agua reportado despues de reparacion completa; no hay evidencia previa y monto cercano a suma asegurada. Se observan inconsistencias entre factura, fecha y version declarada.",Si,Si,130,235,4,15000,0.71,PP-D3-0076,Si,Si,Si,1
SIN-D3-0077,POL-D3-0077,ASEG-D3-0023,Vehiculos,UIO-8008,Perdida Total por Robo,2026-12-16,2026-12-31,15,73503,61492,45075,Observado,Quito,PER-101,Dano por agua reportado despues de reparacion completa; no hay evidencia previa y monto cercano a suma asegurada.,Si,Si,362,3,1,80000,0.9,PP-D3-0077,No,Si,No,1
SIN-D3-0078,POL-D3-0078,ASEG-D3-0058,Vehiculos,MNT-7554,Danos Parciales,2025-12-21,2026-01-05,15,51045,42183,40308,Observado,Guayaquil,TALLER-102,Hospitalizacion con factura elevada y diagnostico poco detallado; proveedor aparece en revision interna.,Si,No,67,298,2,80000,0.79,PP-D3-0078,No,Si,No,1
SIN-D3-0079,POL-D3-0079,ASEG-D3-0025,Vehiculos,UIO-9343,Perdida Total por Robo,2025-12-04,2025-12-05,1,20123,17818,15714,Cerrado,Manta,TALLER-104,Colision leve en interseccion con parte policial y fotografias claras; tercero identificado en sitio.,Si,No,224,141,1,60000,0.32,PP-D3-0079,No,Si,No,0
SIN-D3-0080,POL-D3-0080,ASEG-D3-0060,Hogar,,Robo Domiciliario,2025-12-21,2025-12-23,2,17769,15822,14748,Liquidado,Manta,HOGAR-101,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,168,197,1,80000,0.17,,No,Si,No,0
SIN-D3-0081,POL-D3-0081,ASEG-D3-0038,Salud,,Medicamentos,2026-03-03,2026-03-06,3,2331,1841,1348,Pago Parcial,Guayaquil,HOSP-101,"Golpe trasero en trafico lento; documentos completos, testigos presentes y relato consistente.",Si,No,119,246,0,60000,0.29,,No,Si,No,0
